distance,name,popularity,rating,latitude,longitude,category,bike_latitude,bike_longitude
581,AnnaLena,0.9639317501651833,9.0,49.270791,-123.146937,Restaurant,49.275938,-123.145939
827,A Bread Affair,0.9681552593053234,8.9,49.27248,-123.135889,Bakery,49.275938,-123.145939
946,The Inukshuk,0.9911254485859018,9.2,49.284303,-123.143552,Public Art,49.275938,-123.145939
951,Indian Oven,0.976278388847863,9.1,49.267949,-123.150667,Indian Restaurant,49.275938,-123.145939
903,Rain or Shine Ice Cream,0.9763690776944304,8.9,49.267929,-123.1488,Ice Cream Parlor,49.275938,-123.145939
902,Maenam,0.9350279192091933,8.7,49.267913,-123.148961,Thai Restaurant,49.275938,-123.145939
976,Ancora Waterfront Dining and Patio,0.962882350654903,8.7,49.27371,-123.132588,Mediterranean Restaurant,49.275938,-123.145939
802,Prado Cafe,0.95206446681436,8.3,49.269478,-123.140985,Café,49.275938,-123.145939
869,Chewie's Steam & Oyster Bar,0.9559899983157786,8.3,49.271063,-123.155394,Seafood Restaurant,49.275938,-123.145939
954,Granville Island Brewing,0.9774832549522589,8.5,49.270647,-123.135651,Bar,49.275938,-123.145939
784,Nook,0.9463381139311023,8.2,49.272283,-123.155174,Pizzeria,49.275938,-123.145939
988,Sophie's Cosmic Cafe,0.947620713332556,8.4,49.268253,-123.152558,Diner,49.275938,-123.145939
966,The Sandbar Seafood Restaurant,0.9702670138753935,8.3,49.27216,-123.134158,Lounge,49.275938,-123.145939
776,LOCAL Public Eatery Kitsilano,0.9691398810680555,7.9,49.272458,-123.155433,Sports Bar,49.275938,-123.145939
882,Tractor Everyday Healthy Foods,0.9593843522873022,8.0,49.268217,-123.148176,Café,49.275938,-123.145939
798,Viva Fine Foods & Bakery Inc,0.9522458445074948,7.9,49.272,-123.15515,Bakery,49.275938,-123.145939
905,Tony's Fish & Oyster Cafe,0.9510021117545701,8.0,49.270699,-123.136304,Seafood Restaurant,49.275938,-123.145939
944,TurF,0.9636726391749906,8.0,49.268309,-123.151671,Coffee Shop,49.275938,-123.145939
984,Long Table Distillery,0.9447704924404369,8.0,49.275815,-123.132362,Wine Bar,49.275938,-123.145939
888,Stuart's Bakery,0.9103994195913819,7.9,49.272197,-123.134973,Bakery,49.275938,-123.145939
907,The Vancouver Fish Co,0.969191703266094,7.9,49.270626,-123.13646,Seafood Restaurant,49.275938,-123.145939
911,The Keg Steakhouse + Bar,0.978960187596357,7.9,49.271157,-123.135695,Steakhouse,49.275938,-123.145939
981,Their There,0.9688289478798243,7.9,49.267851,-123.151388,Bakery,49.275938,-123.145939
621,Be Fresh Local Market,0.9599414409162165,7.4,49.270533,-123.148131,Café,49.275938,-123.145939
473,Octopus's Garden Restaurant,0.9454312254654281,7.3,49.272659,-123.149773,Sushi Restaurant,49.275938,-123.145939
910,Las Margaritas,0.97320792361408,7.5,49.268201,-123.150121,Mexican Restaurant,49.275938,-123.145939
589,The Boathouse Restaurant,0.9812921865080907,7.2,49.274306,-123.153726,Restaurant,49.275938,-123.145939
748,Kibune Sushi Restaurant,0.8478500265588765,7.3,49.272463,-123.154784,Sushi Restaurant,49.275938,-123.145939
969,Elysian Room,0.9365825851503492,7.5,49.267038,-123.144993,Coffee Shop,49.275938,-123.145939
599,Kahve,0.9307784989700338,7.2,49.270544,-123.145942,Café,49.275938,-123.145939
559,Pane From Heaven,0.9362198297640795,7.1,49.271033,-123.147687,Bakery,49.275938,-123.145939
843,Cafe Zen on Yew,0.9208415924961457,7.2,49.271078,-123.155233,Diner,49.275938,-123.145939
955,The Bimini Public House,0.9347817637685102,7.0,49.267975,-123.150994,Pub,49.275938,-123.145939
766,Tap & Barrel Bridges,0.9839480741575654,6.9,49.27285,-123.136488,Bar,49.275938,-123.145939
363,Starbucks,0.9902056045707178,6.5,49.272855,-123.147438,Coffee Shop,49.275938,-123.145939
413,Cantina Pana,0.12463238628266418,,49.272634,-123.148554,Mexican Restaurant,49.275938,-123.145939
421,Kits Beach Coffee,0.9747755451047456,,49.272639,-123.148798,Coffee Shop,49.275938,-123.145939
566,Shift Shakes,0.2958917952504955,,49.270909,-123.14719,Smoothie Shop,49.275938,-123.145939
574,Ambiance Vins,0.7673831085545494,,49.270966,-123.148087,Winery,49.275938,-123.145939
599,The Surfside Grill,0.7502040499047767,,49.27427,-123.153804,Restaurant,49.275938,-123.145939
610,Cacao70,0.7475999844533406,,49.270539,-123.147483,Breakfast Spot,49.275938,-123.145939
751,Beach Ave Bar and Grill,0.991025555369714,,49.275563,-123.135585,Bar,49.275938,-123.145939
796,M8,0.6009820306528302,,49.275738,-123.134951,Asian Restaurant,49.275938,-123.145939
828,Basil Pasta Bar,0.8543407568632023,,49.271567,-123.155194,Italian Restaurant,49.275938,-123.145939
843,Cantina de Kitsilano,0.2659256092347157,,49.271032,-123.154824,Taco Restaurant,49.275938,-123.145939
870,Enroute Coffee,0.9636078614274425,,49.271042,-123.155311,Café,49.275938,-123.145939
875,RedBeef Noodle Kitchen,0.9597859743221009,,49.26833,-123.149078,Taiwanese Restaurant,49.275938,-123.145939
888,Inbtwn Cafe,0.967079948696024,,49.275053,-123.133757,Café,49.275938,-123.145939
900,Cofu Pressed Sushi,0.9264772565328359,,49.269283,-123.13886,Sushi Restaurant,49.275938,-123.145939
247,Beyond Bread Ltd,0.9279801002759532,8.8,49.268507,-123.185502,Bakery,49.266636,-123.183661
373,Green Leaf Sushi,0.9461308251389483,9.1,49.264138,-123.18018,Sushi Restaurant,49.266636,-123.183661
252,The Wolf and Hound,0.9573373754647804,8.3,49.264466,-123.184181,Pub,49.266636,-123.183661
213,Aphrodite's Organic Cafe & Pie Shop,0.9248189461956029,8.1,49.268461,-123.183309,Bakery,49.266636,-123.183661
305,Breka Downtown Bakery Cafe Inc,0.9944809359088965,8.3,49.268532,-123.18672,Bakery,49.266636,-123.183661
355,Grounds For Coffee,0.9673779263347455,7.9,49.263714,-123.186062,Café,49.266636,-123.183661
336,The Eatery,0.9612888180652183,7.9,49.264468,-123.180614,Sushi Restaurant,49.266636,-123.183661
570,East Is East,0.9486312461943074,8.2,49.264423,-123.176637,Indian Restaurant,49.266636,-123.183661
789,Parthenon Supermarket,0.9851529402619612,8.5,49.264037,-123.173523,Deli,49.266636,-123.183661
426,Rajio Japanese Public House,0.9519996890668118,7.9,49.263621,-123.187027,Japanese Restaurant,49.266636,-123.183661
719,Nuba,0.9593973078368119,8.3,49.264022,-123.174575,Lebanese Restaurant,49.266636,-123.183661
230,Double DD Pizza,0.9339396530503842,7.4,49.268436,-123.18209,Pizzeria,49.266636,-123.183661
789,Neverland Tea Salon,0.9213468589270214,8.0,49.264037,-123.173523,Tea Room,49.266636,-123.183661
342,Mr. Falafel,0.9803593869433972,7.3,49.263797,-123.185502,Falafel Restaurant,49.266636,-123.183661
426,Hitoe Sushi,0.9244302797103139,7.4,49.268705,-123.178708,Sushi Restaurant,49.266636,-123.183661
546,Colony Bar,0.9523106222550429,7.4,49.264392,-123.176958,Bar,49.266636,-123.183661
475,Corner Cup Coffee House,0.9499656677937994,7.1,49.268669,-123.177894,Café,49.266636,-123.183661
543,Thai Basil,0.9441874927125034,7.1,49.264356,-123.177036,Thai Restaurant,49.266636,-123.183661
891,Harvest Deli,0.9462603806340446,7.4,49.264249,-123.171919,Deli,49.266636,-123.183661
373,Browns Socialhouse,0.9705390804150958,6.9,49.263735,-123.185253,Gastropub,49.266636,-123.183661
864,Banana Leaf in Kitsilano,0.9245080130073717,7.3,49.264275,-123.172246,Diner,49.266636,-123.183661
954,Bangkok City Cafe,0.9047896666537111,7.1,49.268578,-123.170832,Coffee Shop,49.266636,-123.183661
422,Gargoyles Bar & Grill Inc,0.9362327853135891,6.6,49.264432,-123.178908,Bar,49.266636,-123.183661
578,Strike,0.21111067925946078,6.6,49.264381,-123.176471,Asian Restaurant,49.266636,-123.183661
776,Brock House Restaurant,0.9352092969023281,6.7,49.271757,-123.190566,Event Space,49.266636,-123.183661
263,A&W Restaurant,0.9756176558228717,6.1,49.268496,-123.185906,American Restaurant,49.266636,-123.183661
204,Aphrodite's Organic Cafe & Pie Shop,0.909026131343361,,49.268471,-123.183796,Breakfast Spot,49.266636,-123.183661
251,Ton Ton Sushi,0.8932074053920998,,49.26462,-123.185248,Sushi Restaurant,49.266636,-123.183661
267,Freshslice Pizza,0.9500434010908573,,49.268151,-123.186525,Pizzeria,49.266636,-123.183661
269,L'Ufficio,0.6966717193309754,,49.268769,-123.185443,Italian Restaurant,49.266636,-123.183661
321,Jo's Italian Deli,0.9879254278570225,,49.264224,-123.186106,Italian Restaurant,49.266636,-123.183661
331,Good Earth Coffee House,0.46045318512184696,,49.26411,-123.186096,Coffee Shop,49.266636,-123.183661
748,Tim Hortons,0.9885343386839753,6.0,49.264053,-123.174254,"Cafe, Coffee, and Tea House",49.266636,-123.183661
336,Sencha Tea Lounge,0.5421508803295891,,49.26403,-123.181306,Lounge,49.266636,-123.183661
357,Storm City Coffee,0.9326311425499113,,49.264401,-123.180121,Coffee Shop,49.266636,-123.183661
385,Pokeman,0.6982134297226217,,49.263724,-123.186549,Asian Restaurant,49.266636,-123.183661
425,Nourish Cooking School,0.8971199813440087,,49.263389,-123.186764,Salad Restaurant,49.266636,-123.183661
435,Pane E Formaggio,0.1588091258890746,,49.264391,-123.178742,Bakery,49.266636,-123.183661
443,Sushi Gallery,0.8487957816730797,,49.2634,-123.187251,Sushi Restaurant,49.266636,-123.183661
494,McDonald's,0.99506393563683,5.4,49.264113,-123.17807,Burger Joint,49.266636,-123.183661
555,Good Co. Kits,0.9172399497324679,,49.264407,-123.176798,Pub,49.266636,-123.183661
572,Midam Cafe,0.934367186184202,,49.264402,-123.176554,Korean Restaurant,49.266636,-123.183661
578,Sahel Market & Restaurant,0.965136616269579,,49.264381,-123.176471,Persian Restaurant,49.266636,-123.183661
578,LanZhou Beef Noodle,0.9600191742132742,,49.264381,-123.176471,Noodle Restaurant,49.266636,-123.183661
591,Sake Maki,0.8595618433155843,,49.26434,-123.176305,Japanese Restaurant,49.266636,-123.183661
630,Haidilao Hotpot,0.9889877829168124,,49.264402,-123.175662,Hotpot Restaurant,49.266636,-123.183661
640,Serano Greek Pastry,0.9392125617008046,,49.264325,-123.175574,Bakery,49.266636,-123.183661
684,Oakberry Açaí,0.3561480560197961,,49.264423,-123.174853,Smoothie Shop,49.266636,-123.183661
688,Paint Nite,0.11092541490147305,,49.264459,-123.174775,Bar,49.266636,-123.183661
690,Uncle Pu's Sichuan Taste,0.8670501509321518,,49.264068,-123.174985,Szechuan Restaurant,49.266636,-123.183661
84,Vancouver Aquarium Cafe,0.9928226255716637,8.4,49.300066,-123.130947,Café,49.299292,-123.130281
932,Tavola,0.9679479705131693,8.8,49.291843,-123.135761,Italian Restaurant,49.299292,-123.130281
929,Cardero's Restaurant & Marine Pub,0.9793747651806651,8.7,49.291138,-123.127408,Bar,49.299292,-123.130281
925,Nook,0.9409874719836242,8.4,49.29174,-123.135346,Italian Restaurant,49.299292,-123.130281
1007,Nero Belgian Waffle Bar,0.9340951196444998,8.4,49.290654,-123.133874,Dessert Shop,49.299292,-123.130281
627,Lift Bar Grill View,0.9476336688820657,7.8,49.293655,-123.129687,Lounge,49.299292,-123.130281
1127,Saku,0.9744646119165145,8.4,49.291333,-123.134825,Japanese Restaurant,49.299292,-123.130281
782,H Tasting Lounge,0.9892339383574954,7.9,49.29228,-123.128821,Lounge,49.299292,-123.130281
995,Dinesty Chinese Restaurant,0.9762395221993341,8.1,49.290752,-123.134045,Shanghai Restaurant,49.299292,-123.130281
743,H2 Kitchen + Bar,0.9829245857463045,7.7,49.292136,-123.129133,Restaurant,49.299292,-123.130281
878,Breaking Bean,0.9779626102841152,7.5,49.291395,-123.129719,Café,49.299292,-123.130281
957,Ukrainian Village Restaurant,0.9505875341702619,7.4,49.291374,-123.135883,Eastern European Restaurant,49.299292,-123.130281
966,Casa Dolce Gelato & Coffee,0.9522976667055333,7.4,49.290849,-123.127076,"Cafe, Coffee, and Tea House",49.299292,-123.130281
951,Banana Leaf,0.9711220801430293,7.1,49.291374,-123.13499,Malay Restaurant,49.299292,-123.130281
925,Starbucks,0.9697487918950082,7.0,49.291647,-123.135419,Coffee Shop,49.299292,-123.130281
975,Breka Bakery and Cafe,0.9912031818829595,6.9,49.291338,-123.135961,Café,49.299292,-123.130281
396,Lumbermen's Arch,0.9291720108308394,,49.302519,-123.130513,Community and Government,49.299292,-123.130281
671,Yasma,0.9703188360734321,,49.293366,-123.132078,Middle Eastern Restaurant,49.299292,-123.130281
761,Crime Lab Restaurant,0.5136098047598688,,49.292733,-123.133322,American Restaurant,49.299292,-123.130281
867,Live Bait Yacht Club Marine Pub,0.47870755438091905,,49.291575,-123.128436,Night Club,49.299292,-123.130281
867,Admiral Cafe Bistro,0.919105548861855,,49.291575,-123.128436,Café,49.299292,-123.130281
883,M & M Food Market,0.49592547967922057,,49.293173,-123.138065,Restaurant,49.299292,-123.130281
913,Chisaki's Eatery,0.7430396310259499,,49.291076,-123.130665,Japanese Restaurant,49.299292,-123.130281
913,WFM Coffee Bar,0.8838146319976162,,49.291364,-123.13361,Coffee Shop,49.299292,-123.130281
926,Jingle Bao,0.9664710378690712,,49.291544,-123.135005,Shanghai Restaurant,49.299292,-123.130281
950,Ace Food Equipments,0.7979970720458108,,49.291174,-123.134405,Food and Beverage Service,49.299292,-123.130281
951,Holy Guacamole,0.8859522976667056,,49.291524,-123.135814,Mexican Restaurant,49.299292,-123.130281
962,Hannosuke Holding Ltd,0.28436135618692265,,49.291019,-123.13423,Restaurant,49.299292,-123.130281
987,M & M Food Market,0.2375011336105821,,49.290404,-123.13024,Restaurant,49.299292,-123.130281
926,Oishii Sushi Japanese Restaurant,0.6618083356005545,5.4,49.291565,-123.135088,Sushi Restaurant,49.299292,-123.130281
991,McDonald's,0.9528806664334668,4.8,49.29069,-123.133796,Burger Joint,49.299292,-123.130281
871,The Seawall,,,49.291508,-123.128836,Restaurant,49.299292,-123.130281
932,Stretch Pizza Inc,,,49.291508,-123.135083,Pizzeria,49.299292,-123.130281
66,Mister,0.9777812325909804,9.1,49.275114,-123.121514,Ice Cream Parlor,49.274566,-123.121817
110,Minami Restaurant,0.9645665720911553,9.1,49.275269,-123.120797,Sushi Restaurant,49.274566,-123.121817
185,Blue Water Cafe + Raw Bar,0.9711609467915582,9.0,49.276123,-123.121114,Seafood Restaurant,49.274566,-123.121817
114,Rodney's Oyster House,0.9844015183904026,8.6,49.274378,-123.123236,Seafood Restaurant,49.274566,-123.121817
49,MeeT in Yaletown,0.978921320947828,8.3,49.275006,-123.121748,Vegan and Vegetarian Restaurant,49.274566,-123.121817
270,The Parlour,0.9807350978791766,8.7,49.276782,-123.120196,Pizzeria,49.274566,-123.121817
202,Angus T,0.975397411481208,8.4,49.275871,-123.119875,Bakery,49.274566,-123.121817
321,Matchstick Coffee Roasters,0.9882363610452537,8.7,49.274404,-123.126239,Café,49.274566,-123.121817
234,OEB Breakfast Co,0.9820436083796494,8.4,49.273374,-123.119419,Dining and Drinking,49.274566,-123.121817
224,Provence Marinaside,0.9560677316128363,8.3,49.273338,-123.119497,French Restaurant,49.274566,-123.121817
431,Nero Belgian Waffle Bar,0.9835075854742379,9.0,49.278311,-123.122111,Dessert Shop,49.274566,-123.121817
286,The Keg Steakhouse + Bar,0.9859432287820488,8.2,49.27671,-123.11946,Steakhouse,49.274566,-123.121817
81,Cactus Club Cafe Yaletown,0.9838055631129594,7.8,49.275084,-123.122728,American Restaurant,49.274566,-123.121817
511,Homer St. Cafe and Bar,0.9773925661056914,8.7,49.278455,-123.11823,Restaurant,49.274566,-123.121817
506,Lupo Restaurant & Vinoteca,0.9706556803606825,8.5,49.278151,-123.117231,Italian Restaurant,49.274566,-123.121817
699,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.274566,-123.121817
451,Morrissey Irish Bar & Restaurant,0.9857488955394043,8.3,49.276963,-123.126944,Pub,49.274566,-123.121817
460,Fritz European Fry House,0.9913845595760944,8.2,49.277256,-123.126564,Fast Food Restaurant,49.274566,-123.121817
757,Cafe Medina,0.9856452511433272,8.9,49.280498,-123.116863,Café,49.274566,-123.121817
465,The Templeton,0.9903610711648334,8.2,49.278491,-123.124398,Bistro,49.274566,-123.121817
729,Shizen Ya,0.9773666550066721,8.8,49.280725,-123.124913,Sushi Restaurant,49.274566,-123.121817
629,Breka Bakery & Cafe,0.9941181805226269,8.5,49.278414,-123.12788,Bakery,49.274566,-123.121817
608,Pallet Coffee Roasters,0.9884306942878982,8.4,49.279891,-123.123788,Coffee Shop,49.274566,-123.121817
640,Honey Salt,0.9930169588143081,8.4,49.275175,-123.11284,Restaurant,49.274566,-123.121817
807,Ancora Waterfront Dining and Patio,0.962882350654903,8.7,49.27371,-123.132588,Mediterranean Restaurant,49.274566,-123.121817
684,Japadog,0.9951675800329071,8.4,49.280189,-123.118297,Hot Dog Joint,49.274566,-123.121817
933,Le Crocodile Restaurant,0.9749180561493516,9.1,49.282578,-123.125234,French Restaurant,49.274566,-123.121817
29,Starbucks,0.9962558461917163,7.3,49.274713,-123.122129,Coffee Shop,49.274566,-123.121817
702,ZAC ZAC Japanese Curry House,0.9925764701309806,8.3,49.280503,-123.118891,Fast Food Restaurant,49.274566,-123.121817
612,Dublin Calling,0.9931335587598948,8.0,49.280066,-123.121369,Pub,49.274566,-123.121817
549,The Famous Warehouse,0.9939497583790017,7.9,49.279552,-123.122866,Gastropub,49.274566,-123.121817
698,JINYA Ramen Bar - Vancouver Downtown,0.9864873618614534,8.1,49.280369,-123.117907,Ramen Restaurant,49.274566,-123.121817
849,Pacifico Pizzeria & Ristorante,0.9731690569655512,8.3,49.2821,-123.123976,Pizzeria,49.274566,-123.121817
516,Lux Lounge,0.9847642737766722,7.8,49.277992,-123.126627,Bar,49.274566,-123.121817
930,JOEY Burrard,0.9890136940158317,8.3,49.282707,-123.123298,New American Restaurant,49.274566,-123.121817
916,The Sandbar Seafood Restaurant,0.9702670138753935,8.3,49.27216,-123.134158,Lounge,49.274566,-123.121817
110,Yaletown Brewing Co,0.982445230414448,7.2,49.275516,-123.120899,Sports Bar,49.274566,-123.121817
790,Earls,0.9896873825903326,7.9,49.281585,-123.123689,Restaurant,49.274566,-123.121817
939,Boulevard Kitchen & Oyster Bar,0.9923562257893168,8.1,49.283021,-123.123893,French Restaurant,49.274566,-123.121817
784,Maxine's Cafe & Bar,0.9943772915128195,7.9,49.277941,-123.131327,Restaurant,49.274566,-123.121817
980,Bel Cafe,0.981603119696322,8.1,49.283302,-123.11938,"Cafe, Coffee, and Tea House",49.274566,-123.121817
726,Elysian Coffee,0.9735706790003498,7.8,49.279897,-123.127601,Coffee Shop,49.274566,-123.121817
731,Frankie's Italian Kitchen & Bar,0.9682589037014004,7.8,49.278181,-123.113339,Lounge,49.274566,-123.121817
507,Tim Hortons,0.992524647932942,7.5,49.277591,-123.127241,"Cafe, Coffee, and Tea House",49.274566,-123.121817
941,Thai Basil Restaurant,0.9782476323733271,8.0,49.280355,-123.131452,Thai Restaurant,49.274566,-123.121817
970,Samurai Japanese Restaurant,0.984738362677653,7.9,49.28053,-123.131711,Sushi Restaurant,49.274566,-123.121817
648,Le Petit Belge,0.9671576819930817,7.6,49.279185,-123.116264,Bakery,49.274566,-123.121817
648,Mahony & Sons,0.9955809717047958,7.6,49.269076,-123.118797,Irish Pub,49.274566,-123.121817
686,JW Marriott Executive Lounge,0.9767188775311905,7.5,49.275375,-123.112532,Lounge,49.274566,-123.121817
450,Starbucks,0.9892080272584761,7.2,49.2788,-123.12118,Coffee Shop,49.274566,-123.121817
95,JOEY Burrard,0.9890136940158317,8.3,49.282707,-123.123298,New American Restaurant,49.282503,-123.124697
280,Joe Fortes Seafood & Chop House,0.9903869822638527,9.0,49.284956,-123.124545,Seafood Restaurant,49.282503,-123.124697
294,Thierry,0.989182116159457,8.7,49.284766,-123.122662,Dessert Shop,49.282503,-123.124697
90,Boulevard Kitchen & Oyster Bar,0.9923562257893168,8.1,49.283021,-123.123893,French Restaurant,49.282503,-123.124697
400,49th Parallel Café & Lucky's Doughnuts - THURLOW,0.9927578478241155,9.0,49.286052,-123.122935,Dining and Drinking,49.282503,-123.124697
297,Pallet Coffee Roasters,0.9884306942878982,8.4,49.279891,-123.123788,Coffee Shop,49.282503,-123.124697
490,Nero Belgian Waffle Bar,0.9835075854742379,9.0,49.278311,-123.122111,Dessert Shop,49.282503,-123.124697
412,Breka Bakery & Cafe,0.996968401414746,8.7,49.285765,-123.127128,Bakery,49.282503,-123.124697
489,Konbiniya,0.9954007799240805,8.9,49.286326,-123.127825,Sushi Restaurant,49.282503,-123.124697
131,Earls,0.9896873825903326,7.9,49.281585,-123.123689,Restaurant,49.282503,-123.124697
628,Ramen Danbo - Robson,0.9960226463005428,9.0,49.287499,-123.12898,Ramen Restaurant,49.282503,-123.124697
607,Cafe Medina,0.9856452511433272,8.9,49.280498,-123.116863,Café,49.282503,-123.124697
613,The Keg Steakhouse + Bar,0.9937165584878282,8.8,49.283447,-123.116466,Steakhouse,49.282503,-123.124697
507,Breka Bakery & Cafe,0.9941181805226269,8.5,49.278414,-123.12788,Bakery,49.282503,-123.124697
339,Notch8 Restaurant,0.9895837381942555,8.1,49.283844,-123.120961,Restaurant,49.282503,-123.124697
477,ZAC ZAC Japanese Curry House,0.9925764701309806,8.3,49.280503,-123.118891,Fast Food Restaurant,49.282503,-123.124697
528,Japadog,0.9951675800329071,8.4,49.280189,-123.118297,Hot Dog Joint,49.282503,-123.124697
649,La Belle Patate,0.9857100288908754,8.6,49.282095,-123.133548,Restaurant,49.282503,-123.124697
375,Hello Nori,0.9795690984233096,8.0,49.285744,-123.126153,Sushi Restaurant,49.282503,-123.124697
531,Cactus Club Cafe Bentall 5,0.996229935092697,8.3,49.285532,-123.118834,American Restaurant,49.282503,-123.124697
709,Score on Davie,0.9781439879772501,8.7,49.282285,-123.134538,Arts and Entertainment,49.282503,-123.124697
411,Earl's Restaurant,0.9852954513065671,8.1,49.285939,-123.126494,American Restaurant,49.282503,-123.124697
362,Dublin Calling,0.9931335587598948,8.0,49.280066,-123.121369,Pub,49.282503,-123.124697
721,The Parlour,0.9807350978791766,8.7,49.276782,-123.120196,Pizzeria,49.282503,-123.124697
412,Bel Cafe,0.981603119696322,8.1,49.283302,-123.11938,"Cafe, Coffee, and Tea House",49.282503,-123.124697
862,Mister,0.9777812325909804,9.1,49.275114,-123.121514,Ice Cream Parlor,49.282503,-123.124697
862,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.282503,-123.124697
366,The Famous Warehouse,0.9939497583790017,7.9,49.279552,-123.122866,Gastropub,49.282503,-123.124697
647,Morrissey Irish Bar & Restaurant,0.9857488955394043,8.3,49.276963,-123.126944,Pub,49.282503,-123.124697
586,Fritz European Fry House,0.9913845595760944,8.2,49.277256,-123.126564,Fast Food Restaurant,49.282503,-123.124697
559,Tableau Bar Bistro,0.9885213831344657,8.2,49.287591,-123.123553,French Restaurant,49.282503,-123.124697
547,JINYA Ramen Bar - Vancouver Downtown,0.9864873618614534,8.1,49.280369,-123.117907,Ramen Restaurant,49.282503,-123.124697
949,Fairmont Waterfront,0.9960615129490717,8.9,49.287101,-123.113775,Restaurant,49.282503,-123.124697
926,Cactus Club Cafe,0.9980696231230648,8.8,49.289603,-123.118045,American Restaurant,49.282503,-123.124697
906,Matchstick Coffee Roasters,0.9882363610452537,8.7,49.274404,-123.126239,Café,49.282503,-123.124697
975,Tap & Barrel,0.9943513804138002,8.8,49.289881,-123.116933,Bar,49.282503,-123.124697
787,Breka Bakery & Café,0.9975384455931698,8.4,49.285619,-123.114947,Bakery,49.282503,-123.124697
607,JOEY Bentall One,0.9964501794343608,8.1,49.286469,-123.118589,New American Restaurant,49.282503,-123.124697
535,Samurai Japanese Restaurant,0.984738362677653,7.9,49.28053,-123.131711,Sushi Restaurant,49.282503,-123.124697
979,Cardero's Restaurant & Marine Pub,0.9793747651806651,8.7,49.291138,-123.127408,Bar,49.282503,-123.124697
756,The Keg Steakhouse + Bar,0.9859432287820488,8.2,49.27671,-123.11946,Steakhouse,49.282503,-123.124697
860,MeeT in Yaletown,0.978921320947828,8.3,49.275006,-123.121748,Vegan and Vegetarian Restaurant,49.282503,-123.124697
642,Caffe Artigiano,0.9577908196976175,7.9,49.287715,-123.12048,Coffee Shop,49.282503,-123.124697
698,Maxine's Cafe & Bar,0.9943772915128195,7.9,49.277941,-123.131327,Restaurant,49.282503,-123.124697
488,Diva at the Met,0.9898169380854289,7.6,49.28388,-123.118206,Diner,49.282503,-123.124697
700,Tim Hortons,0.9871869615349735,7.8,49.284899,-123.115616,"Cafe, Coffee, and Tea House",49.282503,-123.124697
713,Tim Hortons,0.9742443675748507,7.8,49.28599,-123.116439,"Cafe, Coffee, and Tea House",49.282503,-123.124697
808,Giovane Cafe + Eatery + Market,0.9824322748649384,7.8,49.288095,-123.117105,Café,49.282503,-123.124697
802,Palate Kitchen,0.9850363403163745,7.8,49.286535,-123.115512,Breakfast Spot,49.282503,-123.124697
843,Cactus Club Cafe Yaletown,0.9838055631129594,7.8,49.275084,-123.122728,American Restaurant,49.282503,-123.124697
175,Revolver,0.9838832964100173,9.3,49.283261,-123.109473,Café,49.282759,-123.106955
190,Pourhouse Restaurant,0.978675165507145,9.0,49.284105,-123.108409,Restaurant,49.282759,-123.106955
203,Nelson the Seagull,0.969865391840595,8.8,49.282251,-123.104519,Bakery,49.282759,-123.106955
230,Nemesis Coffee,0.9855286511977406,9.0,49.282787,-123.110244,Coffee Shop,49.282759,-123.106955
228,Timbertrain Coffee Roasters,0.9601098630598417,8.8,49.283744,-123.109189,Coffee Shop,49.282759,-123.106955
158,The Old Spaghetti Factory,0.9931983365074429,8.3,49.283831,-123.105302,Italian Restaurant,49.282759,-123.106955
387,Chambar,0.9941311360721365,8.9,49.280213,-123.1097,Belgian Restaurant,49.282759,-123.106955
97,Prado Cafe,0.9783124101208753,8.1,49.281917,-123.107411,Café,49.282759,-123.106955
17,La Casita Mexican Restaurant,0.9788954098488087,7.8,49.283075,-123.106942,American Restaurant,49.282759,-123.106955
296,The Magnet,0.9720160130591939,8.4,49.282484,-123.111029,Beer Bar,49.282759,-123.106955
533,Keefer Bar,0.9840258074546232,9.1,49.279619,-123.101293,Cocktail Bar,49.282759,-123.106955
417,Steamworks Brewing Co,0.9990283337867776,8.6,49.284949,-123.110915,Bar,49.282759,-123.106955
573,Miku,0.9939886250275305,9.0,49.286766,-123.112205,Sushi Restaurant,49.282759,-123.106955
586,Bao Bei,0.9763172554963919,9.0,49.279609,-123.100805,Chinese Restaurant,49.282759,-123.106955
162,The Cambie,0.9909181597937476,7.9,49.283214,-123.109063,Pub,49.282759,-123.106955
552,Rogers Arena,0.9988210449946234,8.8,49.277856,-123.108688,Concert Hall,49.282759,-123.106955
645,Gotham Steakhouse & Cocktail Bar,0.9868760283467424,9.1,49.282814,-123.115925,Steakhouse,49.282759,-123.106955
174,Kozak Homemade Ukrainian Food,0.9792192985865495,7.9,49.282647,-123.104553,Ukrainian Restaurant,49.282759,-123.106955
686,Ask for Luigi,0.9897262492388614,9.0,49.284215,-123.097709,Italian Restaurant,49.282759,-123.106955
711,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.282759,-123.106955
218,Local Gastown,0.9828727635482659,7.9,49.283692,-123.104074,New American Restaurant,49.282759,-123.106955
491,New Town Bakery & Restaurant,0.9888711829712257,8.3,49.280309,-123.100946,Bakery,49.282759,-123.106955
