distance,name,popularity,rating,latitude,longitude,category,bike_latitude,bike_longitude
888,Thai House Restaurant,0.2634510992783759,,49.288348,-123.140653,Thai Restaurant,49.294318,-123.148808
890,Shizenya on Denman,0.681073237721378,,49.288657,-123.140112,Sushi Restaurant,49.294318,-123.148808
893,Morton Park,0.9895319159962169,,49.287622,-123.14197,Restaurant,49.294318,-123.148808
894,Big Bang Sushi,0.4647414720095353,,49.288327,-123.140571,Sushi Restaurant,49.294318,-123.148808
900,Food Safari,0.3825773770194463,,49.287962,-123.141107,Middle Eastern Restaurant,49.294318,-123.148808
901,Sushi Aboard,0.9508725562594738,,49.288945,-123.139488,Sushi Restaurant,49.294318,-123.148808
910,Yeh! Frozen Yogurt & Cafe Ltd,0.8437301618148134,,49.28964,-123.138493,Frozen Yogurt Shop,49.294318,-123.148808
914,Vonns,0.9220464586005416,,49.287576,-123.141561,Burger Joint,49.294318,-123.148808
915,Panago Pizza Inc,0.8893725627372485,,49.289712,-123.138337,Pizzeria,49.294318,-123.148808
926,Kitaya,0.05051368753805693,,49.288369,-123.139844,Sushi Restaurant,49.294318,-123.148808
931,Mondo Gelato,0.7556842473473513,,49.288312,-123.139839,Ice Cream Parlor,49.294318,-123.148808
944,The Sauce Pasta Cafe,0.9533729773148328,,49.290664,-123.137039,Italian Restaurant,49.294318,-123.148808
945,Ongba Vietnamese Eatery,0.9641908611553759,,49.28948,-123.138073,"Cafe, Coffee, and Tea House",49.294318,-123.148808
952,Beeryani Indian Bistro and Bar,0.9209322813427131,,49.287324,-123.141215,Indian Restaurant,49.294318,-123.148808
963,Habibi Donair,0.7317164807545312,,49.291029,-123.136502,Middle Eastern Restaurant,49.294318,-123.148808
991,Holy Guacamole,0.8859522976667056,,49.291524,-123.135814,Mexican Restaurant,49.294318,-123.148808
934,Hui Lau Shan,,,49.290463,-123.137346,Dessert Shop,49.294318,-123.148808
246,Nemesis Coffee,0.9895966937437651,8.5,49.267091,-123.092602,Coffee Shop,49.265213,-123.090785
529,Sushiyama,0.973635456747898,8.5,49.262968,-123.0972,Sushi Restaurant,49.265213,-123.090785
590,AJ's Brooklyn Pizza Joint,0.9871740059854639,8.4,49.262989,-123.098175,Pizzeria,49.265213,-123.090785
714,Brassneck Brewery,0.9674167929832744,8.5,49.265811,-123.100605,Bar,49.265213,-123.090785
953,Earnest Ice Cream,0.9867594284011556,9.3,49.268876,-123.102894,Ice Cream Parlor,49.265213,-123.090785
867,Osteria Savio Volpe,0.9518053558241673,8.9,49.257425,-123.09097,Italian Restaurant,49.265213,-123.090785
622,Main Street Brewing Co,0.9716143910243953,8.3,49.264745,-123.099216,Brewery,49.265213,-123.090785
906,Matchstick Coffee,0.9786492544081257,8.9,49.257296,-123.090229,Café,49.265213,-123.090785
944,R & B Brewing Inc,0.9692435254641326,9.0,49.26727,-123.103568,Brewery,49.265213,-123.090785
577,Red Truck Beer,0.970461347118038,8.1,49.268585,-123.097272,Brewery,49.265213,-123.090785
999,49th Parallel Coffee Roast,0.9903222045163046,8.7,49.259164,-123.100851,Coffee Shop,49.265213,-123.090785
930,Sal y Limon,0.979659787269877,8.5,49.256878,-123.08922,Sushi Restaurant,49.265213,-123.090785
774,Fox Cabaret,0.9604078406985632,8.2,49.264298,-123.101206,Movie Theater,49.265213,-123.090785
686,Kranky Cafe,0.9603819295995439,8.0,49.267206,-123.09975,Restaurant,49.265213,-123.090785
794,Narrow Lounge,0.9510539339526086,8.1,49.268334,-123.100495,Lounge,49.265213,-123.090785
946,Fife Bakery,0.9585551971186858,8.3,49.268088,-123.10307,Bakery,49.265213,-123.090785
971,The Federal Store,0.9787010766061642,8.3,49.261909,-123.103193,Café,49.265213,-123.090785
628,Hime Japanese Restaurant,0.9890784717633798,7.8,49.262963,-123.09874,Sushi Restaurant,49.265213,-123.090785
713,Zarak by Afghan Kitchen,0.9770557218184409,7.8,49.26628,-123.100483,Afghan Restaurant,49.265213,-123.090785
999,Tractor Foods - Olympic Village,0.931231943202871,8.1,49.269535,-123.102869,Salad Restaurant,49.265213,-123.090785
792,Ignite Pizzeria,0.9735188568023113,7.8,49.262233,-123.100706,Pizzeria,49.265213,-123.090785
860,JJ's Trucketeria,0.15744879319056318,7.8,49.263835,-123.102465,Dining and Drinking,49.265213,-123.090785
735,Gene Coffeebar,0.9483850907536243,7.6,49.263721,-123.100671,Coffee Shop,49.265213,-123.090785
886,Sing Sing Beer Bar,0.9884954720354464,7.7,49.260652,-123.100815,Beer Bar,49.265213,-123.090785
688,12 Kings Pub,0.9573762421133092,7.4,49.260337,-123.096652,Pub,49.265213,-123.090785
870,Burdock & Co,0.9432546931478099,7.5,49.260915,-123.100756,New American Restaurant,49.265213,-123.090785
699,Our Town Cafe,0.9602653296539573,7.3,49.26299,-123.099959,Coffee Shop,49.265213,-123.090785
502,Thai Son Restaurant,0.9665746822651483,6.9,49.262942,-123.096873,Vietnamese Restaurant,49.265213,-123.090785
289,Subway,0.971977146410665,6.3,49.26263,-123.090276,Deli,49.265213,-123.090785
476,Tim Hortons,0.9865910062575304,6.4,49.266273,-123.084421,Coffee Shop,49.265213,-123.090785
684,Starbucks,0.9894412271496495,6.5,49.271053,-123.087585,Coffee Shop,49.265213,-123.090785
701,Como Taperia,0.9641131278583182,6.5,49.264715,-123.100431,Tapas Restaurant,49.265213,-123.090785
731,Blenz Coffee,0.9721067019057613,6.3,49.26399,-123.08082,Coffee Shop,49.265213,-123.090785
633,Pizza Pizza,0.9115135968492104,6.1,49.262984,-123.098823,Pizzeria,49.265213,-123.090785
947,Blenz Coffee,0.9315558319406118,6.4,49.264452,-123.077776,Coffee Shop,49.265213,-123.090785
793,Caffe Barney,0.9688807700778629,6.2,49.262516,-123.10073,Diner,49.265213,-123.090785
219,Cazba Food Truck,0.7796390583906616,,49.267177,-123.0905,Food Truck,49.265213,-123.090785
287,Domino's Pizza,0.9720030575096843,,49.262677,-123.091578,Pizzeria,49.265213,-123.090785
330,Elma's Kitchen,0.6289271509451073,,49.262301,-123.089843,Restaurant,49.265213,-123.090785
467,Steve’s Poké Bar,0.9470506691541322,,49.266067,-123.084484,Poke Restaurant,49.265213,-123.090785
622,Mercato Di Luigi,0.9809164755723114,,49.259619,-123.091318,Café,49.265213,-123.090785
664,The Uterii,0.05810563955070154,,49.259986,-123.095243,Dive Bar,49.265213,-123.090785
667,Stuart's Bakery,0.06968790081231295,,49.263262,-123.099496,Bakery,49.265213,-123.090785
676,Crooked Goat Brewing Co,0.3454597276743493,,49.266625,-123.099863,Brewery,49.265213,-123.090785
693,Whisk Matcha Cafe,0.9355590967390882,,49.26386,-123.100115,Café,49.265213,-123.090785
703,Poke Bar,0.989143249510928,,49.262701,-123.099692,American Restaurant,49.265213,-123.090785
729,Thierry Mount Pleasant,0.977016855169912,,49.262212,-123.099731,Café,49.265213,-123.090785
748,Steamworks Mount Pleasant,0.9880938500006478,,49.264993,-123.101103,Beer Bar,49.265213,-123.090785
767,Slim's BBQ,0.9270991229092982,,49.264375,-123.101294,BBQ Joint,49.265213,-123.090785
797,Sushi Kaido,0.9507559563138871,,49.263036,-123.101261,Sushi Restaurant,49.265213,-123.090785
393,Mercante,0.99784287742695,8.2,49.263692,-123.255043,Pizzeria,49.265207,-123.250139
545,Great Dane Coffee,0.9988869548860223,8.3,49.270088,-123.250898,Café,49.265207,-123.250139
262,JJ Bean,0.997628263477647,7.7,49.266279,-123.24692,Coffee Shop,49.265207,-123.250139
161,Uppercase,0.5410523180665477,7.1,49.266662,-123.250033,College and University,49.265207,-123.250139
28,Starbucks,0.992108568227933,6.8,49.265333,-123.250485,Coffee Shop,49.265207,-123.250139
570,Only U Cafe,0.21008108252483407,7.4,49.265979,-123.242355,Café,49.265207,-123.250139
528,Starbucks,0.9990287203230456,7.2,49.261354,-123.246492,Coffee Shop,49.265207,-123.250139
707,Koerner's Pub,0.993066277586618,7.3,49.268249,-123.25779,Pub,49.265207,-123.250139
589,Pita Pit,0.9963162039391057,7.2,49.2661241,-123.2421327,Sandwich Spot,49.265207,-123.250139
642,Sage Bistro,0.8976026396729446,7.1,49.268837,-123.25703,Bistro,49.265207,-123.250139
765,Beanery Coffee House,0.9956854504729294,7.2,49.263593,-123.239878,Coffee Shop,49.265207,-123.250139
537,Starbucks,0.9985538860090222,7.0,49.265855,-123.242749,Coffee Shop,49.265207,-123.250139
530,UBC Village,0.9962702931427178,6.6,49.266534,-123.242808,Food Court,49.265207,-123.250139
501,Freshslice Pizza,0.9890159814721274,6.4,49.265999,-123.243329,Pizzeria,49.265207,-123.250139
695,Bean Around the World,0.9972459102485022,6.4,49.259056,-123.2484,Café,49.265207,-123.250139
304,Tim Hortons,0.9989749463515857,5.9,49.265731,-123.254329,"Cafe, Coffee, and Tea House",49.265207,-123.250139
512,Subway,0.990440433684036,6.1,49.265901,-123.243159,Deli,49.265207,-123.250139
122,Blue Chip Cafe,0.9998848678978979,,49.266245,-123.249916,Bakery,49.265207,-123.250139
125,Browns Socialhouse,0.9991464650284781,,49.266235,-123.249429,Gastropub,49.265207,-123.250139
132,Porch,0.9883521012103252,,49.266544,-123.24978,Vegan and Vegetarian Restaurant,49.265207,-123.250139
502,Pizza Garden,0.9739715968926559,6.0,49.266359,-123.243441,Pizzeria,49.265207,-123.250139
143,Flip Side,0.2425644675090816,,49.266492,-123.250018,Burger Joint,49.265207,-123.250139
153,Liquid Nutrition,0.9353953672911904,,49.266589,-123.250189,Juice Bar,49.265207,-123.250139
157,Gallery 2.0,0.9965610530648146,,49.266626,-123.250111,Gastropub,49.265207,-123.250139
161,Body Energy Club,0.9964959916323642,,49.266159,-123.248449,Juice Bar,49.265207,-123.250139
161,Kinton Ramen UBC,0.9986949412237809,,49.266159,-123.248449,Ramen Restaurant,49.265207,-123.250139
323,Triple O's,0.9948374958192006,5.7,49.265901,-123.254344,Burger Joint,49.265207,-123.250139
217,Downlow Chicken,0.9964434605498673,,49.266293,-123.247651,Fried Chicken Joint,49.265207,-123.250139
217,Nori Bento & Udon,0.998754041862225,,49.266216,-123.247563,Udon Restaurant,49.265207,-123.250139
233,In the Cup,0.26752162715573385,,49.267274,-123.2496,Korean Restaurant,49.265207,-123.250139
248,Sprouts Farmers Market,0.5554605971477778,,49.267383,-123.249366,Coffee Shop,49.265207,-123.250139
249,The Moon,0.9461585574249451,,49.267454,-123.250102,Chinese Restaurant,49.265207,-123.250139
262,University Bookstore,0.01271574332952908,,49.263597,-123.247497,Restaurant,49.265207,-123.250139
268,Mediterra Food Co Inc,0.3546835784792305,,49.267613,-123.250521,Mediterranean Restaurant,49.265207,-123.250139
273,Bernoulli's Bagel,0.9739489966055942,,49.267655,-123.249795,Bagel Shop,49.265207,-123.250139
274,Simply Pasta,0.9868304246434139,,49.26765,-123.249552,Italian Restaurant,49.265207,-123.250139
290,Koya Japan,0.6591422929799754,,49.267804,-123.249727,Japanese Restaurant,49.265207,-123.250139
298,MacInnes Field,0.9917911242407533,,49.267769,-123.248913,Restaurant,49.265207,-123.250139
504,Pearl Fever Tea House,0.9927838120459682,5.7,49.265808,-123.243232,Bubble Tea Shop,49.265207,-123.250139
370,AMS Outdoor BBQ,0.9674762845371575,,49.268469,-123.249055,Bar,49.265207,-123.250139
498,A&W Restaurant,0.9980307058508465,5.7,49.266436,-123.243529,American Restaurant,49.265207,-123.250139
406,Cafe Ami,0.9668952719945816,,49.264443,-123.244653,Café,49.265207,-123.250139
433,The Loop Cafe,0.9796420368180236,,49.261847,-123.253181,Café,49.265207,-123.250139
256,Subway,0.9968418698752074,5.2,49.267511,-123.250107,Deli,49.265207,-123.250139
437,Reboot Cafe,0.9759304406284879,,49.261299,-123.249405,Coffee Shop,49.265207,-123.250139
566,Tim Hortons,0.9818199080272313,5.6,49.260209,-123.248581,"Cafe, Coffee, and Tea House",49.265207,-123.250139
488,Rasoee,0.9614289956051953,,49.26623,-123.243592,Indian Restaurant,49.265207,-123.250139
496,Maurya Express,0.9927155038831657,,49.266076,-123.243417,Indian Restaurant,49.265207,-123.250139
496,Agra Tandoori Express,0.9662785454181304,,49.266019,-123.243412,Indian Restaurant,49.265207,-123.250139
508,Bureau of Legal Dentistry,0.44695271274213316,,49.261369,-123.246331,Restaurant,49.265207,-123.250139
57,Parthenon Supermarket,0.9851529402619612,8.5,49.264037,-123.173523,Deli,49.264483,-123.173926
58,Nuba,0.9593973078368119,8.3,49.264022,-123.174575,Lebanese Restaurant,49.264483,-123.173926
57,Neverland Tea Salon,0.9213468589270214,8.0,49.264037,-123.173523,Tea Room,49.264483,-123.173926
448,Green Leaf Sushi,0.9461308251389483,9.1,49.264138,-123.18018,Sushi Restaurant,49.264483,-123.173926
200,East Is East,0.9486312461943074,8.2,49.264423,-123.176637,Indian Restaurant,49.264483,-123.173926
775,Thomas Haas,0.984880873722259,9.0,49.264143,-123.163234,Dessert Shop,49.264483,-123.173926
293,Solly's Bagelry,0.938279762136111,7.7,49.264244,-123.169892,Bakery,49.264483,-123.173926
546,Linh Cafe,0.8698226385272131,8.0,49.268162,-123.168931,French Restaurant,49.264483,-123.173926
951,Beyond Bread Ltd,0.9279801002759532,8.8,49.268507,-123.185502,Bakery,49.264483,-123.173926
772,Cafe Lokal,0.9587106637128013,8.3,49.268153,-123.164876,Café,49.264483,-123.173926
751,The Wolf and Hound,0.9573373754647804,8.3,49.264466,-123.184181,Pub,49.264483,-123.173926
495,The Eatery,0.9612888180652183,7.9,49.264468,-123.180614,Sushi Restaurant,49.264483,-123.173926
147,Harvest Deli,0.9462603806340446,7.4,49.264249,-123.171919,Deli,49.264483,-123.173926
611,Sunshine Diner,0.9430992265536943,8.0,49.264168,-123.165344,Diner,49.264483,-123.173926
220,Colony Bar,0.9523106222550429,7.4,49.264392,-123.176958,Bar,49.264483,-123.173926
834,Aphrodite's Organic Cafe & Pie Shop,0.9248189461956029,8.1,49.268461,-123.183309,Bakery,49.264483,-123.173926
775,White Spot Kitsilano,0.9774962105017684,7.8,49.263844,-123.163371,Burger Joint,49.264483,-123.173926
960,Rajio Japanese Public House,0.9519996890668118,7.9,49.263621,-123.187027,Japanese Restaurant,49.264483,-123.173926
583,Hitoe Sushi,0.9244302797103139,7.4,49.268705,-123.178708,Sushi Restaurant,49.264483,-123.173926
586,Mr. Red Cafe,0.9350926969567415,7.2,49.263916,-123.16589,Café,49.264483,-123.173926
838,Starbucks,0.9597989298716105,7.4,49.257897,-123.168211,Coffee Shop,49.264483,-123.173926
503,Starbucks,0.9055022218767409,7.0,49.264353,-123.166982,Coffee Shop,49.264483,-123.173926
184,Strike,0.21111067925946078,6.6,49.264381,-123.176471,Asian Restaurant,49.264483,-123.173926
854,Yuwa Japanese Cuisine,0.9353388523974244,7.2,49.25798,-123.167651,Japanese Restaurant,49.264483,-123.173926
59,Tim Hortons,0.9885343386839753,6.0,49.264053,-123.174254,"Cafe, Coffee, and Tea House",49.264483,-123.173926
67,Oakberry Açaí,0.3561480560197961,,49.264423,-123.174853,Smoothie Shop,49.264483,-123.173926
89,Uncle Pu's Sichuan Taste,0.8670501509321518,,49.264068,-123.174985,Szechuan Restaurant,49.264483,-123.173926
106,M & M Food Market,0.4690686255457525,,49.264148,-123.172553,Restaurant,49.264483,-123.173926
120,Serano Greek Pastry,0.9392125617008046,,49.264325,-123.175574,Bakery,49.264483,-123.173926
126,Haidilao Hotpot,0.9889877829168124,,49.264402,-123.175662,Hotpot Restaurant,49.264483,-123.173926
139,Pokay Vancouver,0.5339500174899918,,49.264383,-123.172012,Poke Restaurant,49.264483,-123.173926
144,Taqueria Tachingon Ltd,0.8799020560457071,,49.264419,-123.171934,Taco Restaurant,49.264483,-123.173926
170,Orange Corner,0.7207172192208533,,49.26428,-123.171597,Juice Bar,49.264483,-123.173926
173,Sake Maki,0.8595618433155843,,49.26434,-123.176305,Japanese Restaurant,49.264483,-123.173926
208,Good Co. Kits,0.9172399497324679,,49.264407,-123.176798,Pub,49.264483,-123.173926
258,JJ Bean,0.9689325922759013,,49.263843,-123.170506,Coffee Shop,49.264483,-123.173926
276,Cafe Mumbai,0.6743622630753884,,49.264249,-123.170135,Indian Restaurant,49.264483,-123.173926
335,Kung Fu Tea,0.9159962169795431,,49.264214,-123.169321,Bubble Tea Shop,49.264483,-123.173926
349,Pane E Formaggio,0.1588091258890746,,49.264391,-123.178742,Bakery,49.264483,-123.173926
302,McDonald's,0.99506393563683,5.4,49.264113,-123.17807,Burger Joint,49.264483,-123.173926
976,A&W Restaurant,0.9756176558228717,6.1,49.268496,-123.185906,American Restaurant,49.264483,-123.173926
447,Little Bird Dim Sum + Craft Beer,0.980048453755166,,49.268218,-123.171612,Dim Sum Restaurant,49.264483,-123.173926
449,Storm City Coffee,0.9326311425499113,,49.264401,-123.180121,Coffee Shop,49.264483,-123.173926
513,Artistry Coffee Shop,0.7846528560508894,,49.268615,-123.170754,Bar,49.264483,-123.173926
537,Sencha Tea Lounge,0.5421508803295891,,49.26403,-123.181306,Lounge,49.264483,-123.173926
705,World Famous Ripped Banana Juice Co Inc,0.847409537875549,,49.264163,-123.164209,Juice Bar,49.264483,-123.173926
707,One Love Smoothies & Accessories,0.03486338373042092,,49.268214,-123.166016,Juice Bar,49.264483,-123.173926
778,Broadway Brewing,0.9220205475015223,,49.259298,-123.16671,Brewery,49.264483,-123.173926
804,Yasma,0.31733322968893724,,49.268642,-123.164837,Syrian Restaurant,49.264483,-123.173926
821,Ton Ton Sushi,0.8932074053920998,,49.26462,-123.185248,Sushi Restaurant,49.264483,-123.173926
221,Rogers Arena,0.9988210449946234,8.8,49.277856,-123.108688,Concert Hall,49.278004,-123.105664
345,Keefer Bar,0.9840258074546232,9.1,49.279619,-123.101293,Cocktail Bar,49.278004,-123.105664
384,Chambar,0.9941311360721365,8.9,49.280213,-123.1097,Belgian Restaurant,49.278004,-123.105664
402,Bao Bei,0.9763172554963919,9.0,49.279609,-123.100805,Chinese Restaurant,49.278004,-123.105664
431,Creekside Park,0.9984712451578633,9.0,49.274585,-123.102893,Restaurant,49.278004,-123.105664
430,The Boxcar,0.933486208817547,8.9,49.276469,-123.100214,Arts and Entertainment,49.278004,-123.105664
476,Nelson the Seagull,0.969865391840595,8.8,49.282251,-123.104519,Bakery,49.278004,-123.105664
543,Phnom Penh,0.9910606708383536,9.0,49.278403,-123.098188,Cambodian Restaurant,49.278004,-123.105664
633,Revolver,0.9838832964100173,9.3,49.283261,-123.109473,Café,49.278004,-123.105664
603,Nemesis Coffee,0.9855286511977406,9.0,49.282787,-123.110244,Coffee Shop,49.278004,-123.105664
637,Fanny Bay Oyster Bar & Shellfish Market,0.9881068055501574,9.1,49.278557,-123.114183,Seafood Restaurant,49.278004,-123.105664
415,Chinatown BBQ,0.9782735434723464,8.3,49.280546,-123.101453,BBQ Joint,49.278004,-123.105664
420,New Town Bakery & Restaurant,0.9888711829712257,8.3,49.280309,-123.100946,Bakery,49.278004,-123.105664
607,Kissa Tanto,0.9652402606656562,8.8,49.28055,-123.098127,Italian Restaurant,49.278004,-123.105664
717,Pourhouse Restaurant,0.978675165507145,9.0,49.284105,-123.108409,Restaurant,49.278004,-123.105664
723,Terra Breads,0.9784808322645004,8.9,49.271451,-123.107006,Bakery,49.278004,-123.105664
710,Timbertrain Coffee Roasters,0.9601098630598417,8.8,49.283744,-123.109189,Coffee Shop,49.278004,-123.105664
496,Torafuku,0.9619884177387384,8.3,49.275928,-123.0996,Asian Restaurant,49.278004,-123.105664
570,Mello,0.9818751862360242,8.4,49.280489,-123.098771,Donut Shop,49.278004,-123.105664
449,Prado Cafe,0.9783124101208753,8.1,49.281917,-123.107411,Café,49.278004,-123.105664
623,Honey Salt,0.9930169588143081,8.4,49.275175,-123.11284,Restaurant,49.278004,-123.105664
787,Alibi Room,0.974231412025341,8.8,49.284288,-123.10023,Beer Bar,49.278004,-123.105664
631,The Magnet,0.9720160130591939,8.4,49.282484,-123.111029,Beer Bar,49.278004,-123.105664
860,Cafe Medina,0.9856452511433272,8.9,49.280498,-123.116863,Café,49.278004,-123.105664
913,Gotham Steakhouse & Cocktail Bar,0.9868760283467424,9.1,49.282814,-123.115925,Steakhouse,49.278004,-123.105664
893,Ask for Luigi,0.9897262492388614,9.0,49.284215,-123.097709,Italian Restaurant,49.278004,-123.105664
635,The Old Spaghetti Factory,0.9931983365074429,8.3,49.283831,-123.105302,Italian Restaurant,49.278004,-123.105664
924,Homer St. Cafe and Bar,0.9773925661056914,8.7,49.278455,-123.11823,Restaurant,49.278004,-123.105664
982,The Keg Steakhouse + Bar,0.9937165584878282,8.8,49.283447,-123.116466,Steakhouse,49.278004,-123.105664
544,Propaganda Coffee,0.9799707204581082,8.0,49.280499,-123.099259,Café,49.278004,-123.105664
893,Steamworks Brewing Co,0.9990283337867776,8.6,49.284949,-123.110915,Bar,49.278004,-123.105664
814,CRAFT Beer Market Vancouver,0.9945457136564447,8.3,49.270591,-123.106447,Beer Garden,49.278004,-123.105664
522,Kozak Homemade Ukrainian Food,0.9792192985865495,7.9,49.282647,-123.104553,Ukrainian Restaurant,49.278004,-123.105664
386,The Pint Public House,0.9878736056589841,7.7,49.281376,-123.10769,Pub,49.278004,-123.105664
386,Devil's Elbow Ale & Smoke House,0.9689844144739399,7.7,49.28027,-123.109705,Bar,49.278004,-123.105664
250,Costco Food Court,0.9796209206213482,7.5,49.278463,-123.108902,Fast Food Restaurant,49.278004,-123.105664
947,Japadog,0.9951675800329071,8.4,49.280189,-123.118297,Hot Dog Joint,49.278004,-123.105664
553,La Casita Mexican Restaurant,0.9788954098488087,7.8,49.283075,-123.106942,American Restaurant,49.278004,-123.105664
421,Juke Fried Chicken,0.9849974736678456,7.6,49.279372,-123.100298,Bar,49.278004,-123.105664
637,The Cambie,0.9909181597937476,7.9,49.283214,-123.109063,Pub,49.278004,-123.105664
620,Local Gastown,0.9828727635482659,7.9,49.283692,-123.104074,New American Restaurant,49.278004,-123.105664
550,Frankie's Italian Kitchen & Bar,0.9682589037014004,7.8,49.278181,-123.113339,Lounge,49.278004,-123.105664
995,ZAC ZAC Japanese Curry House,0.9925764701309806,8.3,49.280503,-123.118891,Fast Food Restaurant,49.278004,-123.105664
508,The Ramen Butcher,0.9623770842240273,7.7,49.278661,-123.098778,Chinese Restaurant,49.278004,-123.105664
925,JINYA Ramen Bar - Vancouver Downtown,0.9864873618614534,8.1,49.280369,-123.117907,Ramen Restaurant,49.278004,-123.105664
521,Bodega on Main,0.9907367821006128,7.6,49.275439,-123.099639,Tapas Restaurant,49.278004,-123.105664
904,JJ Bean Coffee Roasters,0.984984518118336,8.0,49.270118,-123.109002,Coffee Shop,49.278004,-123.105664
903,Amato Gelato Cafe,0.9929392255172503,8.0,49.270065,-123.102995,Ice Cream Parlor,49.278004,-123.105664
682,Tap & Barrel,0.9802168758987913,7.7,49.271827,-123.106065,Gastropub,49.278004,-123.105664
568,JW Marriott Executive Lounge,0.9767188775311905,7.5,49.275375,-123.112532,Lounge,49.278004,-123.105664
215,Ancora Waterfront Dining and Patio,0.962882350654903,8.7,49.27371,-123.132588,Mediterranean Restaurant,49.273568,-123.129935
283,Matchstick Coffee Roasters,0.9882363610452537,8.7,49.274404,-123.126239,Café,49.273568,-123.129935
448,A Bread Affair,0.9681552593053234,8.9,49.27248,-123.135889,Bakery,49.273568,-123.129935
482,The Liberty Distillery,0.9705779470636247,8.7,49.270379,-123.134574,Distillery,49.273568,-123.129935
326,The Sandbar Seafood Restaurant,0.9702670138753935,8.3,49.27216,-123.134158,Lounge,49.273568,-123.129935
484,Rodney's Oyster House,0.9844015183904026,8.6,49.274378,-123.123236,Seafood Restaurant,49.273568,-123.129935
646,Mister,0.9777812325909804,9.1,49.275114,-123.121514,Ice Cream Parlor,49.273568,-123.129935
425,Morrissey Irish Bar & Restaurant,0.9857488955394043,8.3,49.276963,-123.126944,Pub,49.273568,-123.129935
590,The Flying Pig Yaletown,0.9542280435824686,8.7,49.275181,-123.122007,Restaurant,49.273568,-123.129935
687,Minami Restaurant,0.9645665720911553,9.1,49.275269,-123.120797,Sushi Restaurant,49.273568,-123.129935
305,Long Table Distillery,0.9447704924404369,8.0,49.275815,-123.132362,Wine Bar,49.273568,-123.129935
533,Granville Island Brewing,0.9774832549522589,8.5,49.270647,-123.135651,Bar,49.273568,-123.129935
702,Blue Water Cafe + Raw Bar,0.9711609467915582,9.0,49.276123,-123.121114,Seafood Restaurant,49.273568,-123.129935
564,Breka Bakery & Cafe,0.9941181805226269,8.5,49.278414,-123.12788,Bakery,49.273568,-123.129935
789,Nero Belgian Waffle Bar,0.9835075854742379,9.0,49.278311,-123.122111,Dessert Shop,49.273568,-123.129935
489,Fritz European Fry House,0.9913845595760944,8.2,49.277256,-123.126564,Fast Food Restaurant,49.273568,-123.129935
496,Coo Coo Coffee,0.9481259797634317,8.1,49.275784,-123.123761,Café,49.273568,-123.129935
474,Tasty Indian Bistro,0.9831577856374778,8.1,49.274214,-123.123465,Indian Restaurant,49.273568,-123.129935
614,MeeT in Yaletown,0.978921320947828,8.3,49.275006,-123.121748,Vegan and Vegetarian Restaurant,49.273568,-123.129935
793,The Parlour,0.9807350978791766,8.7,49.276782,-123.120196,Pizzeria,49.273568,-123.129935
821,La Terrazza,0.9637244613730291,8.8,49.274887,-123.118818,Italian Restaurant,49.273568,-123.129935
579,Sushi Mugen,0.979802298314483,8.2,49.278667,-123.128226,Sushi Restaurant,49.273568,-123.129935
472,Sushi Osaka,0.9684661924935546,8.0,49.277632,-123.131868,Sushi Restaurant,49.273568,-123.129935
832,Gyu-Kaku Japanese BBQ,0.9621568398823636,8.7,49.280314,-123.12504,Japanese Restaurant,49.273568,-123.129935
901,Shizen Ya,0.9773666550066721,8.8,49.280725,-123.124913,Sushi Restaurant,49.273568,-123.129935
772,Angus T,0.975397411481208,8.4,49.275871,-123.119875,Bakery,49.273568,-123.129935
912,Tom Sushi,0.9749698783473901,8.7,49.28157,-123.132773,Sushi Restaurant,49.273568,-123.129935
747,Provence Marinaside,0.9560677316128363,8.3,49.273338,-123.119497,French Restaurant,49.273568,-123.129935
662,The Templeton,0.9903610711648334,8.2,49.278491,-123.124398,Bistro,49.273568,-123.129935
773,OEB Breakfast Co,0.9820436083796494,8.4,49.273374,-123.119419,Dining and Drinking,49.273568,-123.129935
496,Maxine's Cafe & Bar,0.9943772915128195,7.9,49.277941,-123.131327,Restaurant,49.273568,-123.129935
832,Pallet Coffee Roasters,0.9884306942878982,8.4,49.279891,-123.123788,Coffee Shop,49.273568,-123.129935
971,La Belle Patate,0.9857100288908754,8.6,49.282095,-123.133548,Restaurant,49.273568,-123.129935
587,The Vancouver Fish Co,0.969191703266094,7.9,49.270626,-123.13646,Seafood Restaurant,49.273568,-123.129935
833,The Keg Steakhouse + Bar,0.9859432287820488,8.2,49.27671,-123.11946,Steakhouse,49.273568,-123.129935
548,Cactus Club Cafe Yaletown,0.9838055631129594,7.8,49.275084,-123.122728,American Restaurant,49.273568,-123.129935
921,Prado Cafe,0.95206446681436,8.3,49.269478,-123.140985,Café,49.273568,-123.129935
547,Lux Lounge,0.9847642737766722,7.8,49.277992,-123.126627,Bar,49.273568,-123.129935
922,1181 Lounge,0.9574021532123285,8.2,49.281647,-123.132861,Night Club,49.273568,-123.129935
750,Thai Basil Restaurant,0.9782476323733271,8.0,49.280355,-123.131452,Thai Restaurant,49.273568,-123.129935
162,Tartine Bread & Pies,0.9853084068560768,7.2,49.274482,-123.13168,Bakery,49.273568,-123.129935
789,Samurai Japanese Restaurant,0.984738362677653,7.9,49.28053,-123.131711,Sushi Restaurant,49.273568,-123.129935
522,Bar None,0.9123557075673364,7.6,49.274486,-123.123002,Night Club,49.273568,-123.129935
819,West Oak,0.9603301074015055,7.9,49.276319,-123.11967,American Restaurant,49.273568,-123.129935
